category,categoryLabel,source,No,slug,productName,brand,protein,calories,sugar,currentCoupangUrl,newCoupangUrl,currentNaverUrl,newNaverUrl,currentOfficialUrl,newOfficialUrl,status,memo
bar,Protein bar,link-template,78,oneuldanbaek-milkchoco-cheesecake-bar-48,밀크초코 치즈케이크 바,오늘단백,16,161,4,https://www.coupang.com/vp/products/9336851870?itemId=27852440471&vendorItemId=94811817751&q=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1%20%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94%20%EC%B9%98%EC%A6%88%EC%BC%80%EC%9D%B4%ED%81%AC&searchId=ed9eed45279041&sourceType=search&itemsCount=36&searchRank=0&rank=0,,https://search.shopping.naver.com/search/all?query=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1%20%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94%20%EC%B9%98%EC%A6%88%EC%BC%80%EC%9D%B4%ED%81%AC&prevQuery=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1%20%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94%20%EC%B9%B4%EB%9D%BC%EB%A9%9C%EB%B0%94&vertical=search,,https://brand.naver.com/harim/category/1a6d3a6007e143a59ecb3ae9b3418fc2?cp=2,,,
bar,Protein bar,link-template,79,oneuldanbaek-milkchoco-caramel-bar-48,밀크초코 카라멜 바,오늘단백,16,180,3,https://www.coupang.com/vp/products/8565874184?itemId=25008967806&vendorItemId=94914878969&q=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1+%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94+%EC%8A%A4%ED%8A%B8%EB%A1%9C%EB%B2%A0%EB%A6%AC+%EB%B0%94&searchId=fc0a239f2469477&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyv0i5k,,https://search.shopping.naver.com/search/all?query=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1%20%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94%20%EC%B9%B4%EB%9D%BC%EB%A9%9C%EB%B0%94&prevQuery=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1%20%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94%20%ED%94%BC%EC%8A%A4%ED%83%80%EC%B9%98%EC%98%A4&vertical=search,,https://brand.naver.com/harim/category/1a6d3a6007e143a59ecb3ae9b3418fc2?cp=2,,,
bar,Protein bar,link-template,80,oneuldanbaek-milkchoco-pistachio-bar-48,밀크초코 피스타치오 바,오늘단백,16,175,3,https://www.coupang.com/vp/products/8682551753?itemId=24811023557&vendorItemId=91996985367&pickType=COU_PICK&q=오늘단백%20밀크초코%20피스타치오&searchId=b6d2c3872466672&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyv1c7j,,https://search.shopping.naver.com/search/all?query=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1%20%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94%20%ED%94%BC%EC%8A%A4%ED%83%80%EC%B9%98%EC%98%A4&prevQuery=%EC%98%A4%EB%8A%98%EB%8B%A8%EB%B0%B1%20%EB%B0%80%ED%81%AC%EC%B4%88%EC%BD%94&vertical=search,,https://brand.naver.com/harim/category/1a6d3a6007e143a59ecb3ae9b3418fc2?cp=2,,,
bar,Protein bar,link-template,82,hymune-protein-balance-bar,프로틴밸런스 단백질바,하이뮨,8,152,9.2,https://www.coupang.com/vp/products/7610164903?itemId=20153252865&vendorItemId=87479321061&q=%ED%95%98%EC%9D%B4%EB%AE%A8+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%B8%EB%9F%B0%EC%8A%A4+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94&searchId=ccfdb97016853111&sourceType=search&itemsCount=36&searchRank=0&rank=0,,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20300g%2C%201%EA%B0%9C%EC%9E%85%2C%201%EA%B0%9C&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94&vertical=search,,https://brand.naver.com/ildongfoodis/search?q=%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94,,,
bar,Protein bar,link-template,83,myprotein-6layer-triple-chocolate-fudge-60,6 레이어 프로틴바 (트리플 초콜릿 퍼지),마이프로틴,20,212,1.9,,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%9D%B4%ED%94%84%EB%A1%9C%ED%8B%B4%206%20%EB%A0%88%EC%9D%B4%EC%96%B4%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20(%ED%8A%B8%EB%A6%AC%ED%94%8C%20%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%8D%BC%EC%A7%80)&prevQuery=%ED%95%98%EC%9D%B4%EB%AE%A8%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20300g%2C%201%EA%B0%9C%EC%9E%85%2C%201%EA%B0%9C&vertical=search,,https://www.myprotein.co.kr/c/nutrition/healthy-food-drinks/protein-bars/?utm_source=naver&utm_medium=cpc&affil=mpppc,,,
bar,Protein bar,link-template,84,myprotein-protein-wafer-42,프로틴 와퍼,마이프로틴,15,195,5.5,,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%9D%B4%ED%94%84%EB%A1%9C%ED%8B%B4%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%EC%99%80%ED%8D%BC&prevQuery=%EB%A7%88%EC%9D%B4%ED%94%84%EB%A1%9C%ED%8B%B4%206%20%EB%A0%88%EC%9D%B4%EC%96%B4%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20(%ED%8A%B8%EB%A6%AC%ED%94%8C%20%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%8D%BC%EC%A7%80)&vertical=search,,https://www.myprotein.co.kr/c/nutrition/healthy-food-drinks/protein-bars/?utm_source=naver&utm_medium=cpc&affil=mpppc,,,
bar,Protein bar,link-template,85,balance-meal-protein-bar-matcha-choco-38,밸런스밀 프로틴바 (말차초코),CJ제일제당,12,170,1,https://www.coupang.com/vp/products/9238581579?itemId=27316846673&vendorItemId=94995221455&q=CJ+%EB%B0%B8%EB%9F%B0%EC%8A%A4%EB%B0%80&searchId=c14c15382517088&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mn656acv,,https://search.shopping.naver.com/search/all?query=CJ%EC%A0%9C%EC%9D%BC%EC%A0%9C%EB%8B%B9%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%EB%B0%80%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%A7%90%EC%B0%A8&prevQuery=CJ%EC%A0%9C%EC%9D%BC%EC%A0%9C%EB%8B%B9%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%EB%B0%80%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94,,,
bar,Protein bar,link-template,86,balance-meal-protein-bar-peanutbutter-34,밸런스밀 프로틴바 (피넛버터),CJ제일제당,12,140,1.5,https://www.coupang.com/vp/products/9238582073?itemId=27316848577&vendorItemId=94995221452&q=CJ+%EB%B0%B8%EB%9F%B0%EC%8A%A4%EB%B0%80&searchId=c14c15382517088&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mn65269h,,https://search.shopping.naver.com/search/all?query=CJ%EC%A0%9C%EC%9D%BC%EC%A0%9C%EB%8B%B9%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%EB%B0%80%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%ED%94%BC%EB%84%9B%EB%B2%84%ED%84%B0&prevQuery=CJ%EC%A0%9C%EC%9D%BC%EC%A0%9C%EB%8B%B9%20%EB%B0%B8%EB%9F%B0%EC%8A%A4%EB%B0%80%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%A7%90%EC%B0%A8&vertical=search,,https://www.cjthemarket.com/pc/search?beforeAction=%2Fpc%2Fsearch%3Fwid1%3Dgnb_search&sort=RANK&collection=ALL&range=A&searchAction=D&query=%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94,,,
bar,Protein bar,link-template,87,gomgom-proteinbar-50,단백질바 50g,곰곰,14,260,10,https://www.coupang.com/vp/products/332471584?itemId=19013180937&vendorItemId=86137801293&q=%EA%B3%B0%EA%B3%B0+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94+50g&searchId=e282a455377784&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mnpsjwta,,https://search.shopping.naver.com/search/all?where=all&frm=NVSCTAB&query=%EA%B3%B0%EA%B3%B0+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94+50g,,https://www.coupang.com/np/search?q=%EA%B3%B0%EA%B3%B0+%EB%8B%A8%EB%B0%B1%EB%B0%94,,,
bar,Protein bar,link-template,88,ppaeba-realchoco-proteinbar-dark-40,리얼초콜릿 프로틴바 다크 40g,빼바,12,145,0,https://www.coupang.com/vp/products/9432951607?itemId=28048083464&vendorItemId=87474783162&q=%EB%B9%BC%EB%B0%94+%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%EB%8B%A4%ED%81%AC+40g&searchId=698d53b811493407&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mnpskbkv,,https://search.shopping.naver.com/search/all?query=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%8B%A4%ED%81%AC%2040g&prevQuery=%EA%B3%B0%EA%B3%B0%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2050g&vertical=search,,https://brand.naver.com/healthyplace/category/3b36ce60b9a9432496484c1ee5855d0c?cp=1,,,
bar,Protein bar,link-template,89,ppaeba-realchoco-proteinbar-white-40,리얼초콜릿 프로틴바 화이트 40g,빼바,12,145,1.8,https://www.coupang.com/vp/products/8203768424?itemId=23713850246&vendorItemId=87474758823&q=%EB%B9%BC%EB%B0%94+%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%ED%99%94%EC%9D%B4%ED%8A%B8+40g&searchId=24d4a29e10185300&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mnpskrdf,,https://search.shopping.naver.com/search/all?query=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%ED%99%94%EC%9D%B4%ED%8A%B8%2040g&prevQuery=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%8B%A4%ED%81%AC%2040g&vertical=search,,https://brand.naver.com/healthyplace/category/3b36ce60b9a9432496484c1ee5855d0c?cp=1,,,
bar,Protein bar,link-template,90,ppaeba-realchoco-proteinbar-cookies-cream-40,리얼초콜릿 프로틴바 쿠키앤크림 40g,빼바,12,155,0,https://www.coupang.com/vp/products/8584694707?itemId=24886271834&vendorItemId=91954107455&q=%EB%B9%BC%EB%B0%94+%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%EC%BF%A0%ED%82%A4%EC%95%A4%ED%81%AC%EB%A6%BC+40g&searchId=87ed5b4710020506&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mnpsld67,,https://search.shopping.naver.com/search/all?query=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EC%BF%A0%ED%82%A4%EC%95%A4%ED%81%AC%EB%A6%BC%2040g&prevQuery=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%ED%99%94%EC%9D%B4%ED%8A%B8%2040g&vertical=search,,https://brand.naver.com/healthyplace/category/3b36ce60b9a9432496484c1ee5855d0c?cp=1,,,
bar,Protein bar,link-template,91,ppaeba-realchoco-proteinbar-greek-yogurt-40,리얼초콜릿 프로틴바 그릭요거트 40g,빼바,12,160,1,https://www.coupang.com/vp/products/9083898721?itemId=26688422611&vendorItemId=93660462062&q=%EB%B9%BC%EB%B0%94+%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+40g&searchId=a90cd50d12658696&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mnpslq8v,,https://search.shopping.naver.com/search/all?query=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8%2040g&prevQuery=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EC%BF%A0%ED%82%A4%EC%95%A4%ED%81%AC%EB%A6%BC%2040g&vertical=search,,https://brand.naver.com/healthyplace/category/3b36ce60b9a9432496484c1ee5855d0c?cp=1,,,
bar,Protein bar,link-template,92,cralo-79-corn-yogurt-bar-25,79 콘요구르트바 300g,씨알로,1,100,6,https://www.coupang.com/vp/products/1141708423?itemId=18775332572&vendorItemId=85906856473&pickType=COU_PICK&q=%EC%94%A8%EC%95%8C%EB%A1%9C%2079%20%EC%BD%98%EC%9A%94%EA%B5%AC%EB%A5%B4%ED%8A%B8%EB%B0%94%20300g&searchId=bad3b84f9523684&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mnpsm3wh,,https://search.shopping.naver.com/search/all?query=%EC%94%A8%EC%95%8C%EB%A1%9C%2079%20%EC%BD%98%EC%9A%94%EA%B5%AC%EB%A5%B4%ED%8A%B8%EB%B0%94%20300g&prevQuery=%EB%B9%BC%EB%B0%94%20%EB%A6%AC%EC%96%BC%EC%B4%88%EC%BD%9C%EB%A6%BF%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8%2040g&vertical=search,,https://smartstore.naver.com/crfood/products/4432633289?NaPm=ct%3Dmnpt0g4g%7Cci%3D7301e4dad899e4a70ae55785e9a6f0ff3b506bc3%7Ctr%3Dslsl%7Csn%3D178678%7Chk%3Db2418b2c5cf64c5bf2a335cf316c7d54e4683a60&nl-au=7e701d0cd5da4d4fbaa543e704b6ee66&nl-query=%EC%94%A8%EC%95%8C%EB%A1%9C+79+%EC%BD%98%EC%9A%94%EA%B5%AC%EB%A5%B4%ED%8A%B8%EB%B0%94+300g,,,
bar,Protein bar,link-template,93,marketo-nature-oh-granola-proteinbar-40,오 그래놀라 단백질바 40g,마켓오네이처,6,183,12,https://www.coupang.com/vp/products/7209658971?itemId=16063194010&vendorItemId=85762596576&q=%EB%A7%88%EC%BC%93%EC%98%A4%20%EC%98%A4%20%EA%B7%B8%EB%9E%98%EB%86%80%EB%9D%BC%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2040g&searchId=d94464779524294&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mnpsmj2a,,https://search.shopping.naver.com/search/all?query=%EB%A7%88%EC%BC%93%EC%98%A4%20%EC%98%A4%20%EA%B7%B8%EB%9E%98%EB%86%80%EB%9D%BC%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2040g&prevQuery=%EC%94%A8%EC%95%8C%EB%A1%9C%2079%20%EC%BD%98%EC%9A%94%EA%B5%AC%EB%A5%B4%ED%8A%B8%EB%B0%94%20300g&vertical=search,,,,,
bar,Protein bar,link-template,94,soyjoy-blueberry-30,블루베리 30g,소이조이,4,136,9,https://www.coupang.com/vp/products/8087705163?itemId=22830552798&vendorItemId=91290560503&sourceType=srp_product_ads&clickEventId=f33e7800-3325-11f1-bbfb-8a7bb64ab1a0&korePlacement=15&koreSubPlacement=1&clickEventId=f33e7800-3325-11f1-bbfb-8a7bb64ab1a0&korePlacement=15&koreSubPlacement=1&traceId=mnpsmwk7,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC%2030g&prevQuery=%EB%A7%88%EC%BC%93%EC%98%A4%20%EC%98%A4%20%EA%B7%B8%EB%9E%98%EB%86%80%EB%9D%BC%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2040g&vertical=search,,https://brand.naver.com/soyjoy,,,
bar,Protein bar,link-template,95,soyjoy-sweetpotato-30,스위트포테이토 30g,소이조이,4,129,8,https://www.coupang.com/vp/products/8918656263?itemId=24699853362&vendorItemId=91805913013&q=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4+%EC%8A%A4%EC%9C%84%ED%8A%B8%ED%8F%AC%ED%85%8C%EC%9D%B4%ED%86%A0+30g&searchId=93912dec10500038&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mnpsnf27,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%8A%A4%EC%9C%84%ED%8A%B8%ED%8F%AC%ED%85%8C%EC%9D%B4%ED%86%A0%2030g&prevQuery=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC%2030g&vertical=search,,https://brand.naver.com/soyjoy,,,
bar,Protein bar,link-template,96,soyjoy-strawberry-30,스트로베리 30g,소이조이,4,129,8,https://www.coupang.com/vp/products/8085203903?itemId=22814375277&vendorItemId=91176674892&sourceType=srp_product_ads&clickEventId=1c60b630-3326-11f1-adde-90e5c6ad450c&korePlacement=15&koreSubPlacement=1&clickEventId=1c60b630-3326-11f1-adde-90e5c6ad450c&korePlacement=15&koreSubPlacement=1&traceId=mnpsoc5f,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%8A%A4%ED%8A%B8%EB%A1%9C%EB%B2%A0%EB%A6%AC%2030g&prevQuery=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%8A%A4%EC%9C%84%ED%8A%B8%ED%8F%AC%ED%85%8C%EC%9D%B4%ED%86%A0%2030g&vertical=search,,https://brand.naver.com/soyjoy,,,
bar,Protein bar,link-template,97,soyjoy-almond-chocolate-30,아몬드&초콜릿 30g,소이조이,5,139,6,https://www.coupang.com/vp/products/8085180921?itemId=22814287564&vendorItemId=91290564309&q=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4+%EC%95%84%EB%AA%AC%EB%93%9C&%EC%B4%88%EC%BD%9C%EB%A6%BF+30g=&searchId=7ec2732611221401&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mnpsour4,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%95%84%EB%AA%AC%EB%93%9C%26%EC%B4%88%EC%BD%9C%EB%A6%BF%2030g&prevQuery=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%8A%A4%ED%8A%B8%EB%A1%9C%EB%B2%A0%EB%A6%AC%2030g&vertical=search,,https://brand.naver.com/soyjoy,,,
bar,Protein bar,link-template,98,soyjoy-apple-30,애플 30g,소이조이,4,127,9,https://www.coupang.com/vp/products/8085190165?itemId=22814319689&vendorItemId=91290562036&q=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4+%EC%97%90%ED%94%8C+30g&searchId=d11f82a79124840&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mnpsp6h9,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%95%A0%ED%94%8C%2030g&prevQuery=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%95%84%EB%AA%AC%EB%93%9C%26%EC%B4%88%EC%BD%9C%EB%A6%BF%2030g&vertical=search,,https://brand.naver.com/soyjoy,,,
bar,Protein bar,link-template,99,soyjoy-plantbased-macadamia-lemon-25,플랜트베이스드 마카다미아&레몬 25g,소이조이,6,135,5,https://www.coupang.com/vp/products/8532975077?itemId=27084787758&vendorItemId=91805934156&q=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4+%ED%94%8C%EB%9E%9C%ED%8A%B8%EB%B2%A0%EC%9D%B4%EC%8A%A4%EB%93%9C+%EB%A7%88%EC%B9%B4%EB%8B%A4%EB%AF%B8%EC%95%84&%EB%A0%88%EB%AA%AC+25g=&searchId=dd88d13a12697223&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mnpspmzr,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%ED%94%8C%EB%9E%9C%ED%8A%B8%EB%B2%A0%EC%9D%B4%EC%8A%A4%EB%93%9C%20%EB%A7%88%EC%B9%B4%EB%8B%A4%EB%AF%B8%EC%95%84%26%EB%A0%88%EB%AA%AC%2025g&prevQuery=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%EC%95%A0%ED%94%8C%2030g&vertical=search,,https://brand.naver.com/soyjoy,,,
bar,Protein bar,link-template,100,soyjoy-plantbased-banana-25,플랜트베이스드 바나나 25g,소이조이,6,117,5,https://www.coupang.com/vp/products/8532976813?itemId=24699868616&vendorItemId=91805941787&q=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%ED%94%8C%EB%9E%9C%ED%8A%B8%EB%B2%A0%EC%9D%B4%EC%8A%A4%EB%93%9C%20%EB%B0%94%EB%82%98%EB%82%98%2025g&searchId=0c75bba810220348&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mnpspxzg,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%ED%94%8C%EB%9E%9C%ED%8A%B8%EB%B2%A0%EC%9D%B4%EC%8A%A4%EB%93%9C%20%EB%B0%94%EB%82%98%EB%82%98%2025g&prevQuery=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%ED%94%8C%EB%9E%9C%ED%8A%B8%EB%B2%A0%EC%9D%B4%EC%8A%A4%EB%93%9C%20%EB%A7%88%EC%B9%B4%EB%8B%A4%EB%AF%B8%EC%95%84%26%EB%A0%88%EB%AA%AC%2025g&vertical=search,,https://brand.naver.com/soyjoy,,,
bar,Protein bar,link-template,101,soyjoy-fruits-baked-cheese-30,후르츠&베이크드치즈 30g,소이조이,5,144,9,https://www.coupang.com/vp/products/8532971326?itemId=24699847441&vendorItemId=91805928974&q=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%ED%9B%84%EB%A5%B4%EC%B8%A0&%EB%B2%A0%EC%9D%B4%ED%81%AC%EB%93%9C%EC%B9%98%EC%A6%88%2030g&searchId=4c8ae80d203853&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mnpsq8sp,,https://search.shopping.naver.com/search/all?query=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%ED%9B%84%EB%A5%B4%EC%B8%A0%26%EB%B2%A0%EC%9D%B4%ED%81%AC%EB%93%9C%EC%B9%98%EC%A6%88%2030g&prevQuery=%EC%86%8C%EC%9D%B4%EC%A1%B0%EC%9D%B4%20%ED%94%8C%EB%9E%9C%ED%8A%B8%EB%B2%A0%EC%9D%B4%EC%8A%A4%EB%93%9C%20%EB%B0%94%EB%82%98%EB%82%98%2025g&vertical=search,,https://brand.naver.com/soyjoy,,,
yogurt,Yogurt,link-template,,denmark-high-greek-400,덴마크 하이 그릭요거트 400g,덴마크,28,300,6,https://www.coupang.com/vp/products/8564152398?itemId=24810245578&vendorItemId=91817799894&q=%EB%8D%B4%EB%A7%88%ED%81%AC+%ED%95%98%EC%9D%B4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+400g&searchId=54b4925d9456206&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mnpsf9r1,,https://search.shopping.naver.com/search/all?query=%EB%8D%B4%EB%A7%88%ED%81%AC%20%ED%95%98%EC%9D%B4%20%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8%20400g&prevQuery=%ED%9B%84%EB%94%94%EC%8A%A4%20%EC%9C%A0%EA%B8%B0%EB%86%8D%20%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8%20%ED%94%8C%EB%A0%88%EC%9D%B8%20480g&vertical=search,,https://brand.naver.com/denmark/category/67b8ab52f4674b2f88a351f04949ca15?cp=1,,,
yogurt,Yogurt,link-template,,greekday-light-100,그릭데이 그릭요거트 라이트 100g,그릭데이,11,90,3.5,https://www.coupang.com/vp/products/5463245073?itemId=8368941696&vendorItemId=75656677392&pickType=COU_PICK&q=%EA%B7%B8%EB%A6%AD%EB%8D%B0%EC%9D%B4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EB%9D%BC%EC%9D%B4%ED%8A%B8+100g&searchId=a32ff01c2611509&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvga5p,,https://search.shopping.naver.com/search/all?query=%EA%B7%B8%EB%A6%AD%EB%8D%B0%EC%9D%B4%20%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8%20%EB%9D%BC%EC%9D%B4%ED%8A%B8%20100g&prevQuery=YOZM%20%EC%86%8C%ED%94%84%ED%8A%B8%20%ED%94%8C%EB%A0%88%EC%9D%B8%20500g&vertical=search,,https://greekday.co.kr/product/list.html?cate_no=42,,,
